imdb_title,imdb_rank_toptv,imdb_series_type,imdb_ongoing,imdb_year_start,imdb_year_end,trakt_rating_imdb,trakt_vote_count_imdb,trakt_full_runtime_min,trakt_avg_ep_runtime_min,trakt_networks,trakt_country_of_origin,trakt_genres,trakt_studios,trakt_creators,trakt_num_of_episodes,trakt_num_of_seasons,trakt_series_regulars,trakt_guest_stars,wiki_created_by,wiki_written_by,wiki_executive_producers,wiki_producers,wiki_cinematography,wiki_editors
Sons of Anarchy,221,TV Series,No,2008,2014,8.5,"343,000","4,787",45,['FX'],United States,"['Drama', 'Crime']","['SutterInk', 'The Linson Company', 'Fox 21', 'FX Productions']",Kurt Sutter,92,7,"['Charlie Hunnam', 'Katey Sagal', 'Tommy Flanagan', 'Mark Boone Junior', 'Kim Coates', 'Ron Perlman', 'Maggie Siff', 'Theo Rossi', 'Dayton Callie', 'Ryan Hurst', 'William Lucking', 'Johnny Lewis', 'Jimmy Smits', 'David Labrava', 'Drea de Matteo', 'Niko Nicotera']","['David Labrava', 'Michael Ornstein', 'Winter Ave Zoli', 'Chris Reed', 'Emilio Rivera', 'McNally Sagal', 'Rockmond Dunbar', 'Niko Nicotera', 'Dayton Callie', 'Drea de Matteo', 'Rusty Coones', 'Taylor Sheridan', 'Ally Walker', 'Nicholas Guest', 'Marya Delver']",['Kurt Sutter'],N.A.,"['Kurt Sutter', 'John Linson', 'Phil Laudicina', 'James D. Parriott', 'Paris Barclay', 'Dave Erickson']","['Jon Paré', 'Regina Corrado', 'Liz Sagal', 'Craig Yahata', 'Chris Collins', 'Grace Whitehouse']",['Paul Maibaum'],"['Paul Fontaine', 'Etienne des Lauriers', 'Lauren Pendergrass']"
Whose Line Is It Anyway?,222,TV Series,No,1998,2007,8.5,"48,000","4,818",22,"['ABC', 'ABC Family']",United States,"['Comedy', 'Game Show', 'Reality']","['Hat Trick Productions', 'Angst Productions', 'Warner Bros. Television']",N.A.,219,8,"['Drew Carey', 'Ryan Stiles', 'Colin Mochrie', 'Laura Hall', 'Wayne Brady']","['Linda Taylor', 'Greg Proops', 'Brad Sherwood', 'Charles Esten', 'Wayne Brady', 'Kathryn Greenwood', 'Denny Siegel', 'Jeff Bryan Davis', 'Kathy Griffin', 'Karen Maruyama', 'Josie Lawrence', 'Whoopi Goldberg', 'Patrick Bristow', 'Stephen Colbert', 'Ian Gomez']","['Dan Patterson', 'Mark Leveson']",N.A.,N.A.,N.A.,N.A.,N.A.
Mob Psycho 100,223,TV Series,No,2016,2022,8.5,"56,200",888,24,['Tokyo MX'],Japan,"['Action', 'Comedy', 'Anime', 'Fantasy']","['BONES', 'Warner Bros. Japan', 'The Klock Worx Co.', 'Hakuhodo DY Music & Pictures', 'BS FUJI INC.', 'Shogakukan', 'Shogakukan-Shueisha Productions']",N.A.,37,3,"['Setsuo Ito', 'Takahiro Sakurai', 'Miyu Irino', 'Akio Otsuka']","['Yoshitsugu Matsuoka', 'Ryunosuke Watanuki', 'Seiichiro Yamashita', 'Daiki Hamano', 'Yoshimasa Hosoya', 'Toshihiko Seki', 'Kohei Amasaki', 'Shunsuke Takeuchi', 'Atsumi Tanezaki', 'Uki Satake', 'Sachi Kokuryu', 'Kayou Nakajima', 'Shinya Fukumatsu', 'Sanae Fuku', 'Shin-ichiro Miki']",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Alchemy of Souls,224,TV Series,No,2022,2023,8.7,"22,300","2,288",75,['tvN'],"Korea, Republic of","['Drama', 'Action', 'Adventure', 'Mystery', 'Fantasy', 'Science Fiction']","['Studio Dragon', 'T.S Narincinema']",Hong Jeong-eun,30,2,"['Lee Jae-wook', 'Go Youn-jung', 'Minhyun', 'Shin Seung-ho', 'Yu Jun-sang', 'Oh Na-ra', 'Yoo In-soo', 'Choi Ye-won', 'Jo Jae-yun', 'Park Eun-hye', 'Lim Cheol-soo', 'Hong Seo-hui', 'Lee Do-gyeong', 'Lee Ha-yul', 'Seo Hye-won', 'Kim Yong-jin', 'Jeong Ji-an', 'Cha Yong-hak', 'Choi Gwang-il', 'Park So-jin', 'Lee Ji-hoo', 'Jung So-min', 'Kang Kyung-hun', 'Choi Ji-ho', 'Ju Seok-tae', 'Do Sang-woo', 'Shim So-young', 'Song Seung-hwan']","['Ju Sang-uk', 'Yoon Seo-hyun', 'Woo Hyeon', 'Park Byung-eun', 'Kim Hyun-sook', 'Jeon Hye-won', 'Yeom Hye-ran', 'Kim Ki-cheon', 'Bae Gang-hee', 'Lee Rang-seo']",N.A.,['Hong Jung-eun Hong Mi-ran'],"['Jang Jeong-do', 'Lee Yong-ok', 'Lee Soo-beom']",['Ahn So-jeong'],N.A.,"['Park In-cheol', 'Jeong Ha-rim']"
Louie,225,TV Series,No,2010,2015,8.5,"84,300","1,398",22,['FX'],United States,"['Comedy', 'Drama']","['Bluebush Productions', 'Pig Newton', '3 Arts Entertainment', 'FX Productions']",Louis C.K.,61,5,"['Louis C.K.', 'Pamela Adlon', 'Hadley Delany', 'Ursula Parker']","['Hadley Delany', 'Ursula Parker', 'Todd Barry', 'Ashley Gerasimovich', 'Parker Posey', 'Chris Rock', 'Robert Kelly', 'Nick Di Paolo', 'Pamela Adlon', 'Amy Landecker', 'David Lynch', 'Hannibal Buress', 'Nancy Shayne', 'David Patrick Kelly', 'Max Behren']",['Louis C.K.'],['Louis C.K.'],"['Louis C.K.', 'Dave Becky', 'M. Blair Breard']","['Pamela Adlon', 'Tony Hernandez', 'Steven Wright']",N.A.,"['Louis C.K.', 'Doug Abel', 'Susan E. Morse', 'Gina Sansom']"
Jujutsu Kaisen,226,TV Series,Yes,2020,,8.5,"160,000","1,130",24,['NBC'],Japan,"['Anime', 'Fantasy', 'Action', 'Drama']","['MAPPA', 'Sumzap', 'Mainichi Broadcasting System (MBS)', 'Shueisha', 'Toho Company', 'Ltd.']",N.A.,47,1,[],"['Junya Enoki', 'Yuichi Nakamura', 'Yuma Uchida', 'Asami Seto', 'Nobunaga Shimazaki', 'Takahiro Sakurai', 'Kenjiro Tsuda', 'Tomokazu Seki', 'Mikako Komatsu', 'Shigeru Chiba', 'Mitsuo Iwata', 'Junichi Suwabe', 'Takaya Kuroda', 'Koki Uchiyama', 'Subaru Kimura']",N.A.,['Hiroshi Seko'],N.A.,"['Hiroaki Matsutani', 'Yuuriha Murai', 'Makoto Kimura', 'Toshihiro Maeda', 'Yoshiaki Takagaki', 'Hiroaki Yamazaki', 'Masaya Saitou', 'Tatsuya Oomori']",N.A.,N.A.
The Eric Andre Show,227,TV Series,Yes,2012,,8.5,"23,300",669,11,['Adult Swim'],United States,['Comedy'],"['Working For Monsters', 'Abso Lutely Productions', 'Sick Duck Productions', 'Fugue State', 'Naked Faces', 'Williams Street']",Eric André,60,6,"['Eric André', 'Hannibal Buress', 'Pfelton Sutton', 'Adora Dei']","['James Hazley', 'Felipe Esparza', 'Hannibal Buress', 'Aflamu Johnson', 'Killer Mike', 'Antonio Martinez', 'Huynh Quang', 'Beverly Swanson', 'Ryan Phillippe', 'T-Pain', 'LaKeith Stanfield', 'Steve-O', 'David Haskin', 'Scott Levy', 'Dolph Lundgren']",['Eric André'],N.A.,"['Eric André', 'Kitao Sakurai', 'Dave Kneebone', 'Daniel Weidenfeld', 'Andrew Barchilon', 'Mike Rosenstein']","['Clark Baker', 'Hannibal Buress', 'Yoni Aviram', 'Jonathan Roig', 'Kirsten Zastrow', 'Joshua Cohen', 'Clark Reinking']",N.A.,N.A.
Through the Wormhole,228,TV Series,No,2010,2017,8.6,"18,600","2,728",44,['Science'],United States,['Documentary'],"['The Incubator', 'Revelations Entertainment']",Geoffrey Sharp,62,8,['Morgan Freeman'],"['Reinhard Genzel', 'Yukiyasu Kamitani', 'Alain Brunet', 'Steve Furber', 'Alison Gopnik', 'Donna Rose Addis', 'Tali Sharot', 'Micah Edelson', 'Andre Fenton']",N.A.,N.A.,['Bernadette McDaid Deborah Adler Myers James Younger Lori McCreary Morgan Freeman Rocky Collins Tracy Mercer'],N.A.,['David Baillie'],N.A.
The Office,229,TV Series,No,2001,2003,8.5,"129,000",350,42,['BBC Two'],United Kingdom,['Comedy'],['BBC'],Ricky Gervais,12,2,"['Ricky Gervais', 'Martin Freeman', 'Mackenzie Crook', 'Lucy Davis', 'Stirling Gallacher', 'Ben Bradshaw', 'Jamie Deeks', 'Jane Lucas', 'Ewen MacIntosh', 'Emma Manton', 'Alexander Perkins', 'Joel Beckett', 'Philip Pickard', 'Oliver Chris', 'Patrick Baladi', 'Stacey Roca']","['Julie Fernandez', 'Rachel Isaac', 'Howard Saddler', 'Ralph Ineson', 'Robin Hooper', 'Angela Clerkin', 'Patrick Driver', 'Tony MacMurray', 'Sally Bretton', ""Yvonne D'Alpra"", 'Tom Goodman-Hill', 'Stephen Merchant', 'Jennifer Hennessy', 'David Schaal', 'Stephen Humby']","['Ricky Gervais', 'Stephen Merchant']","['Ricky Gervais', 'Stephen Merchant']","['Anil Gupta', 'Jon Plowman']",['Ash Atalla'],['Andy Hollis'],['Nigel Williams']
Neon Genesis Evangelion,230,TV Series,No,1995,1996,8.5,"100,000",650,25,['TV Tokyo'],Japan,"['Anime', 'Action', 'Drama', 'Science Fiction', 'Suspense']",['GAINAX'],N.A.,26,1,"['Megumi Ogata', 'Kotono Mitsuishi', 'Megumi Hayashibara', 'Yuko Miyamura', 'Yuriko Yamaguchi', 'Fumihiko Tachiki', 'Motomu Kiyokawa', 'Miki Nagasawa']","['Hiro Yuuki', 'Tomokazu Seki', 'Takehito Koyasu', 'Koichi Yamadera', 'Tetsuya Iwanaga', 'Junko Iwao', 'Mugihito', 'Megumi Hayashibara', 'Akira Ishida', 'Mika Doi']",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Trailer Park Boys,231,TV Series,No,2001,2026,8.5,"53,300","2,612",22,"['Showcase', 'Netflix']",Canada,['Comedy'],"['Sunnyvale Productions', 'Swearnet Pictures', 'Topsail Entertainment', 'Showcase Television']",Mike Clattenburg,105,12,"['John Paul Tremblay', 'Robb Wells', 'Mike Smith', 'John Dunsworth', 'Patrick Roach', 'Sarah Dunsworth', 'Tyrone Parsons', 'Lucy Decoutere', 'Cory Bowles', 'Michael Jackson', 'Barrie Dunn', 'Jonathan Torrens', 'Shelley Thompson', 'Jeanna Harrison', 'Garry James', 'Elliot Page', 'Sam Tarasco', 'Ardon Bess', 'Sandi Ross']","['George Green', 'Karen LeBlanc', 'Jacob Rolfe', 'Shauna MacDonald', 'Novalea Buchan', 'Robb Wells', 'Snoop Dogg', 'Tom Arnold', 'Doug Benson', 'John Paul Tremblay', 'Sam Tarasco', 'Brian Austin Green', 'Bernard Robichaud', 'Calem MacDonald', 'Tara Doyle']",['Mike Clattenburg'],N.A.,"['Gary Howsam', 'Erica Benson', 'Norm Bolen', 'Rachel Fulford', 'Laura Michalchyshyn']","['Mike Clattenburg', 'Barrie Dunn', 'Michael Volpe', 'Jonathan Walker', 'Mike Smith', 'John Paul Tremblay', 'Robb Wells']","['Adamm Liley', 'David Albiston', 'Mike Clattenburg']","['Jeremy Harty', 'Irving Thatcher', 'Sarah Byrne', 'Caley MacLennan', 'Mike Clattenburg']"
Spartacus: Gods of the Arena,232,TV Mini Series,No,2011,2011,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
My Brilliant Friend,233,TV Series,No,2018,2024,8.6,"21,900","1,933",57,['Rai 1'],Italy,['Drama'],"['Wildside', 'Fandango', 'TIMVision', 'The Apartment', 'Umedia', 'Mowe', 'Rai Fiction', 'HBO', 'FremantleMedia Italia']",Saverio Costanzo,34,4,"['Gaia Girace', 'Margherita Mazzucco', 'Anna Rita Vitolo', 'Alba Rohrwacher', 'Irene Maiorino', 'Fabrizio Gifuni', 'Luca Gallone', 'Valentina Acca', 'Antonio Buonanno', 'Alessio Gallo', 'Francesco Serpico', 'Federica Sollazzo', 'Giovanni Amura', 'Gennaro De Stefano', 'Matteo Cecchi', 'Imma Villa']","['Alba Rohrwacher', 'Eduardo Scarpetta', 'Pina Di Gennaro', 'Giovanni Buselli', 'Sarah Falanga', 'Elvis Esposito', 'Luca Gallone', 'Rosaria Langellotto', 'Fabrizio Cottone', 'Riccardo Palmieri', 'Francesca Pezzella', 'Ulrike Migliaresi', 'Fabiana Ciancio', 'Evelina De Felice', 'Chiara Di Costanzo']",['Saverio Costanzo'],"['Elena Ferrante', 'Francesco Piccolo', 'Laura Paolucci', 'Saverio Costanzo']","['Lorenzo Mieli', 'Domenico Procacci', 'Mario Gianani', 'Guido De Laurentiis', 'Elena Recchia', 'Jennifer Schuur', 'Paolo Sorrentino', 'Saverio Costanzo']","['Luigi Mariniello', 'Sara Polese', 'Laura Paolucci', 'Daria Hensemberger', 'Francesco Nardella', 'Giulio Luciani']","['Fabio Cianchetti', 'Hélène Louvart', 'Ivan Casalgrandi', 'Vladan Radovic']","['Francesca Calvelli', 'Carlotta Cristiani', 'Stefano Mariotti', 'Annalisa Forgione', 'Matteo Mossi']"
Schitt's Creek,234,TV Series,No,2015,2020,8.5,"161,000","1,738",22,['CBC Television'],Canada,['Comedy'],"['Not A Real Company', 'CBC']",Dan Levy,79,6,"['Eugene Levy', ""Catherine O'Hara"", 'Dan Levy', 'Annie Murphy', 'Emily Hampshire', 'Chris Elliott', 'Jennifer Robertson', 'Noah Reid', 'Tim Rozon']","['Sarah Levy', 'Karen Robinson', 'Dustin Milligan', 'John Hemphill', 'Marilyn Bellfontaine', 'Mary Kelly', 'Jennifer Foster', 'Lili Connor', 'Rizwan Manji', 'Tim Rozon', 'Christina Song', 'Divine Brown', 'Jacquelyn French', 'Noah Reid', ""Shakura S'Aida""]","['Eugene Levy', 'Daniel Levy']",N.A.,"['Eugene Levy', 'Dan Levy', 'Fred Levy', 'Andrew Barnsley', 'Ben Feigin', 'Kevin White', 'David West Read']","['Colin Brunton', 'Kosta Orfanidis']",N.A.,N.A.
Silicon Valley,235,TV Series,No,2014,2019,8.5,"176,000","1,506",28,['HBO'],United States,['Comedy'],"['HBO', '3 Arts Entertainment', 'Judgemental Films Inc.', 'Alec Berg Productions', 'Altschuler Krinsky Works']",John Altschuler,53,6,"['Thomas Middleditch', 'Zach Woods', 'Kumail Nanjiani', 'Martin Starr', 'Amanda Crew', 'Matt Ross', 'Josh Brener', 'Suzanne Cryer', 'Jimmy O. Yang', 'T.J. Miller', 'Chris Diamantopoulos', 'Stephen Tobolowsky', 'Christopher Evan Welch']","['Chris Williams', 'Scott Prendergast', 'Rogelio T. Ramos', 'Jill E. Alexander', 'Aly Mawji', 'Bernard White', 'Ben Feldman', 'Brian Tichnell', 'Rachel Rosenbloom', 'Chris Aquilino', 'Chris Diamantopoulos', 'Anna Khaja', 'Ping Wu', 'Dustyn Gulledge', 'Andy Daly']","['Mike Judge', 'John Altschuler', 'Dave Krinsky']",N.A.,"['Mike Judge', 'Alec Berg', 'John Altschuler', 'Dave Krinsky', 'Michael Rotenberg', 'Tom Lassally', 'Clay Tarver', 'Jim Kleverweis', 'Jamie Babbit', 'Lew Morton']","['Jim Kleverweis', 'Carrie Kemper', 'Adam Countee', 'Alonzo Nevarez', 'Amy Solomon']","['Jim Denault', 'Tim Suhrstedt']",['Tim Roche Brian Merken Al Levine']
Brass Eye,236,TV Series,No,1997,2001,8.6,"12,200",150,25,['Channel 4'],United Kingdom,['Comedy'],"['Talkback Productions', 'Channel 4 Television']",Chris Morris,6,1,"['Chris Morris', 'Mark Heap']","['Kevin Eldon', 'Doon Mackichan', 'David Cann', 'Barbara Durkin', 'Albert Welling', 'Gina McKee', 'Claire Skinner', 'Amelia Bullmore', 'Bill Moody', 'Paul Garner', 'Janene Possell', 'Sinead Griffin-Lennon', 'Claire Rayner', 'Peter Baynham', 'Bill Cashmore']",['Chris Morris'],N.A.,N.A.,N.A.,N.A.,N.A.
All Creatures Great & Small,237,TV Series,Yes,2020,,8.6,"20,200","1,663",50,['Channel 5'],United Kingdom,"['Drama', 'Comedy']",['Playground Entertainment'],Colin Callender,35,5,"['Nicholas Ralph', 'Samuel West', 'Anna Madeley', 'Rachel Shenton', 'Callum Woodhouse']","['Imogen Clawson', 'Tony Pitts', 'Will Thorp', 'Mollie Winnard', 'Patricia Hodge', 'James Anthony-Rose', 'Matthew Lewis', 'Callum Woodhouse', 'Drew Cain', 'Gabriel Quigley', 'Mark Noble', 'Jon Furlong', 'Alexis Platt', 'Maimie McCoy', 'Diana Rigg']",['Ben Vanstone'],N.A.,"['Colin Callender', 'Melissa Gallant', 'Hugo Heppell', 'Rebecca Eaton', 'Jamie Crichton']",['Richard Burrell'],N.A.,N.A.
The Expanse,238,TV Series,No,2015,2022,8.5,"185,000","2,893",43,"['Amazon', 'Syfy']",United States,"['Fantasy', 'Science Fiction', 'Mystery', 'Drama']","['Syfy', 'Legendary Television', 'Alcon Entertainment', 'Sean Daniel Company']",Mark Fergus,62,6,"['Steven Strait', 'Dominique Tipper', 'Wes Chatham', 'Shohreh Aghdashloo', 'Cas Anvar', 'Frankie Adams', 'Cara Gee', 'Florence Faivre', 'Shawn Doyle', 'Thomas Jane', 'Nadine Nicole', 'Keon Alexander', 'Jasai Chase-Owens']","['Anna Hopkins', 'Chad L. Coleman', 'Cara Gee', 'Andrew Rotilio', 'Nick E. Tarabay', 'Nadine Nicole', 'Keon Alexander', 'Thomas Jane', 'Shawn Doyle', 'François Chau', 'David Strathairn', 'Samer Salem', 'Vanessa Smythe', 'Terry Chen', 'Elizabeth Mitchell']",N.A.,N.A.,"['Naren Shankar', 'Mark Fergus', 'Hawk Ostby', 'Sean Daniel', 'Jason F. Brown', 'Sharon Hall', 'Broderick Johnson', 'Andrew Kosove', 'Laura Lancaster', 'Daniel Abraham', 'Ty Franck', 'Dan Nowak', 'Ben Roberts']","['Lynn Raynor', 'Jason Ning', 'Robin Veith', 'Ben Cook', 'Manny Danelon', 'Alan Di Fiore', 'Lewin Webb', 'Robert Munroe', 'Steven Strait', 'Shohreh Aghdashloo', 'Wes Chatham', 'Dominique Tipper']","['Jeremy Benning', 'Michael Galbraith', 'Ray Dumas']",N.A.
Fullmetal Alchemist,239,TV Series,No,2003,2004,8.5,"82,900","1,224",24,['TBS'],Japan,"['Action', 'Adventure', 'Anime', 'Fantasy', 'Science Fiction']","['Square Enix', 'BONES', 'Aniplex']",N.A.,51,1,"['Romi Park', 'Rie Kugimiya', 'Megumi Toyoguchi', 'Toru Okawa', 'Ryotaro Okiayu', 'Naomi Wakabayashi', 'Nana Mizuki', 'Miyoko Asô', 'Michiko Neya', 'Mayumi Yamaguchi', 'Houko Kuwashima', 'Masashi Ebara', 'Kenji Utsumi', 'Keiji Fujiwara', 'Junichi Suwabe', 'Hidekatsu Shibata', 'Yuuko Satou', 'Yoshino Takamori', 'Yumi Kakazu', 'Showko Tsuda']",['Miho Shiraishi'],N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Futurama,240,TV Series,Yes,1999,,8.5,"273,000","3,227",22,['Hulu'],United States,"['Animation', 'Comedy', 'Science Fiction', 'Adventure']","['20th Century Fox Television', 'The Curiosity Company', '20th Television Animation']",Matt Groening,144,10,"['Billy West', 'Katey Sagal', 'John DiMaggio', 'Tress MacNeille', 'Maurice LaMarche', 'Lauren Tom', 'Phil LaMarr', 'David Herman', 'Dirk Meyer', 'Frank Welker']","['Dawnn Lewis', 'Tom Kenny', 'Kath Soucie', 'Dan Castellaneta', 'Feodor Chin', 'Kevin Michael Richardson', 'George Takei', 'Cara Delevingne', 'Al Gore', 'Coolio', 'Frank Welker', 'Phil Hendrie', 'Leonard Nimoy', 'Pamela Anderson', 'Nichelle Nichols']",['Matt Groening'],N.A.,"['Matt Groening', 'David X. Cohen', 'Ken Keeler', 'Claudia Katz']","['Lew Morton', 'J. Stewart Burns', 'Patric M. Verrone', 'Bill Odenkirk', 'Eric Kaplan', 'Michael Rowe', 'Brian J. Cowan', 'Jason Grode', ""Jane O'Brien"", 'Lee Supercinski']",N.A.,['Paul D. Calder Danik Thomas Chris Vallance']
Skam,241,TV Series,No,2015,2017,8.6,"40,500","1,205",15,"['NRK3', 'NRK P3']",Norway,['Drama'],['NRK'],Julie Andem,43,4,"['Lisa Teige', 'Josefine Frida Pettersen', 'Iman Meskini', 'Ulrikke Falch', 'Ina Svenningdal', 'Tarjei Sandvik Moe', 'Carl Martin Eggesbø', 'Marlon Langeland', 'Henrik Holm', 'David Alexander Sjøholt', 'Thomas Hayes', 'Herman Tømmeraas', 'Cengiz Al', 'Sacha Kléber Nyiligira', 'Simo Mohamed Elhbabi']","['Cecilie Martinsen', 'Kristina Ødegaard', 'Marlon Langeland', 'Thomas Hayes', 'Herman Tømmeraas', 'Rakel Øfsti Nesjie', 'Josefine Frida Pettersen', 'Iman Meskini', 'Tarjei Sandvik Moe', 'Yousef Hjelde El Mofty', 'Lisa Teige', 'Ruby Dagnall', 'Sacha Kléber Nyiligira', 'Theresa Frostad Eggesbø', 'David Alexander Sjøholt']",['Julie Andem'],['Julie Andem'],N.A.,['Marianne Furevold'],"['Daniel McStay', 'Maja Holand', 'Ragnar Molstad']","['Renate Henrikhaugen', 'Alec Thom', 'Ida Vennerød Kolstø', 'Stian Kjørstad Zethelius']"
Rurôni Kenshin: Meiji kenkaku romantan - Tsuioku-hen,242,TV Mini Series,No,1999,1999,8.6,"16,600",121,118,N.A.,Japan,"['Drama', 'Action', 'Adventure']",['Aniplex'],N.A.,4,1,"['Mayo Suzukaze', 'Junko Iwao', 'Shuichi Ikeda', 'Nozomu Sasaki', 'Tomokazu Seki', 'Ryusei Nakao', 'Hirotaka Suzuoki', 'Akari Hibino']",[],N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Shameless,243,TV Series,No,2011,2021,8.5,"315,000","7,549",46,['Showtime'],United States,"['Comedy', 'Drama']","['John Wells Productions', 'Warner Bros. Television', 'Showtime Networks']",Paul Abbott,134,11,"['William H. Macy', 'Jeremy Allen White', 'Ethan Cutkosky', 'Shanola Hampton', 'Steve Howey', 'Emma Kenney', 'Cameron Monaghan', 'Emmy Rossum', 'Noel Fisher', 'Christian Isaiah', 'Justin Chatwin', 'Emma Greenwell', 'Kate Miner', 'Laura Slade Wiggins', 'Isidora Goreshter', 'Zach McGowan', 'Emily Bergl']","['Michael Patrick McGill', 'Jim Hoffmaster', 'Joan Cusack', 'Scott Michael Campbell', 'Kellen Michael', 'Dermot Mulroney', 'Dennis Cockrum', 'Isidora Goreshter', 'Vanessa Bell Calloway', 'Alan Rosenberg', 'Elliot Fletcher', ""Kerry O'Malley"", 'Nichole Sakura', 'Ruby Modine', 'Rebecca Metz']",['Paul Abbott'],N.A.,"['John Wells', 'Mark Mylod', 'Paul Abbott', 'Andrew Stearn', 'Etan Frankel', 'Krista Vernoff', 'Davey Holmes', 'Nancy M. Pimental', 'Christopher Chulack', 'Michael Hissrich', 'Erin Jontow', 'Joe Lawson', 'Silver Tree', 'Iain B. MacDonald']",['Terri Murphy'],"['Rodney Charters', 'Kevin McKnight']",N.A.
Hannibal,244,TV Series,No,2013,2015,8.5,"295,000","1,714",44,['NBC'],United States,"['Drama', 'Crime']","['Dino De Laurentiis Company', 'Living Dead Guy Productions', 'AXN', 'Gaumont International Television']",Bryan Fuller,39,3,"['Mads Mikkelsen', 'Hugh Dancy', 'Laurence Fishburne', 'Caroline Dhavernas', 'Gillian Anderson']","['Aaron Abrams', 'Scott Thompson', 'Kacey Rohl', 'Lara Jean Chorostecki', 'Raúl Esparza', 'Vladimir Jon Cubrt', 'Katharine Isabelle', 'Gillian Anderson', 'Richard Armitage', 'Hettienne Park', 'Rutina Wesley', 'Gina Torres', 'Tao Okamoto', 'Krista Patton', 'Joe Anderson']",N.A.,N.A.,"['Bryan Fuller', 'Martha De Laurentiis', 'Sidonie Dumas', 'Christophe Riandee', ""Katie O'Connell"", 'Elisa Roth', 'Sara Colleton', 'David Slade', 'Chris Brancato', 'Jesse Alexander', 'Michael Rymer', 'Steve Lightfoot']","['Carol Dunn Trussell', 'Michael Wray', 'Don Mancini']","['James Hawkinson', 'Karim Hussain']",N.A.
North & South,245,TV Mini Series,No,2004,2004,8.6,"35,600",240,60,['BBC One'],United Kingdom,"['Drama', 'Romance']",['BBC'],Sandy Welch,4,1,"['Richard Armitage', 'Daniela Denby-Ashe', 'Sinéad Cusack', 'Jo Joyner', 'Tim Pigott-Smith', 'Pauline Quirke', 'Kay Lyon', 'Brendan Coyle', 'Lesley Manville']","['Rupert Evans', 'Will Tacey', 'Emma Ferguson', 'Jane Booker', 'John Light', 'Brian Protheroe', 'Lucy Brown', 'Anna Maxwell Martin', 'Carl McCrystal', 'Frank Lauder', 'Travis Oliver', 'William Houston', 'Caroline Pegg', 'Tom Charnock', 'Spencer Wild']",N.A.,N.A.,N.A.,['Kate Bartlett'],N.A.,N.A.
Formula 1: Drive to Survive,246,TV Series,Yes,2019,,8.5,"57,300","2,804",1,['Netflix'],United Kingdom,['Documentary'],['Box to Box Films'],James Gay-Rees,70,7,"['Max Verstappen', 'Lewis Hamilton', 'Charles Leclerc', 'Sergio Pérez', 'Carlos Sainz Jr.', 'Valtteri Bottas', 'Daniel Ricciardo', 'Pierre Gasly', 'Lance Stroll', 'Toto Wolff', 'Christian Horner', 'George Russell', 'Lando Norris', 'Esteban Ocon', 'Kevin Magnussen', 'Fernando Alonso', 'Sebastian Vettel', 'Alexander Albon', 'Nico Hülkenberg', 'Yuki Tsunoda', 'Kimi Räikkönen', 'Will Buxton', 'Nicholas Latifi', 'Zhou Guanyu', 'Romain Grosjean', 'Antonio Giovinazzi', 'Oscar Piastri', 'Mick Schumacher', 'Logan Sargeant', 'Daniil Kvyat', 'Stoffel Vandoorne', 'Nikita Mazepin', 'Marcus Ericsson', 'Brendon Hartley', 'Robert Kubica', 'Sergey Sirotkin', 'Guenther Steiner', 'Mattia Binotto', 'Jack Doohan', 'Franco Colapinto', 'Oliver Bearman', 'Liam Lawson', 'Zak Brown']","['Zak Brown', 'David Croft', 'Will Buxton', 'Mick Schumacher', 'William Storey', 'Geri Halliwell', 'Mansour Ojjeh']",N.A.,N.A.,"['James Gay-Rees', 'Paul Martin']",N.A.,N.A.,N.A.
Doctor Who,247,TV Series,No,2005,2022,8.5,"259,000","7,380",45,['BBC One'],United Kingdom,"['Drama', 'Action', 'Adventure', 'Science Fiction']","['BBC Wales', 'CBC', 'BBC Studios']",Sydney Newman,153,13,"['Matt Smith', 'Karen Gillan', 'David Tennant', 'Jenna Coleman', 'Peter Capaldi', 'Jodie Whittaker', 'Mandip Gill', 'Billie Piper', 'Bradley Walsh', 'Tosin Cole', 'Christopher Eccleston', 'Arthur Darvill', 'Freema Agyeman', 'Catherine Tate', 'Pearl Mackie', 'Matt Lucas', 'John Bishop']","['Nicholas Briggs', 'Paul Kasey', 'David Tennant', 'Alex Kingston', 'Arthur Darvill', 'Michelle Gomez', 'John Barrowman', 'Noel Clarke', 'Camille Coduri', 'Dan Starkey', 'Barnaby Edwards', 'Billie Piper', 'Bernard Cribbins', 'Freema Agyeman', 'Jemma Redgrave']","['Sydney Newman', 'C. E. Webber', 'Donald Wilson']",['Various'],['Various'],N.A.,N.A.,N.A.
